Timestamp,Generated Query
2026-06-12 13:08:26,medium entropy alloy acidic fuel cell MOR
2026-06-12 13:08:26,Pt Sn multimetallic alloy oxygen reduction fuel cell
2026-06-12 13:08:26,PtNiCoFeCu MOR electrocatalyst fuel cell
2026-06-12 13:08:26,IrRuRhPtPd fuel cell accelerated durability test
2026-06-12 13:08:26,PtNiCoFeCu HOR fuel cell
2026-06-12 13:08:26,high entropy nanomaterial DFAFC
2026-06-12 13:08:26,multicomponent alloy ORR power density fuel cell
2026-06-12 13:09:19,compositionally complex alloy alkaline fuel cell catalyst
2026-06-12 13:09:19,high entropy nanomaterial direct formic acid fuel cell ORR
2026-06-12 13:09:19,high-entropy alloy ECSA alkaline ORR fuel cell
2026-06-12 13:09:19,high-entropy nanoparticle durability fuel oxidation reaction fuel cell
2026-06-12 13:09:19,Pt based high entropy intermetallic acidic oxygen reduction fuel cell
2026-06-12 13:09:19,Pt-Ni-Co-Fe-Cu high entropy alloy acidic ORR fuel cell
2026-06-12 13:09:19,multicomponent alloy methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:09:19,high-entropy nanoparticle fuel cell acidic ORR
2026-06-12 13:10:09,high-entropy nanoparticle platinum based ammonia oxidation reaction fuel cell
2026-06-12 13:10:09,MPEA ORR mass activity fuel cell
2026-06-12 13:10:09,multimetallic alloy fuel cell mass activity
2026-06-12 13:10:09,Pt Mn multimetallic alloy oxygen reduction fuel cell
2026-06-12 13:10:09,PtIrRuRhPd carbon supported ORR fuel cell
2026-06-12 13:10:09,Pt medium entropy alloy mass activity fuel cell
2026-06-12 13:10:09,high-entropy nanoparticle fuel oxidation reaction electrocatalyst fuel cell
2026-06-12 13:10:09,high entropy nanoparticle Vulcan supported AOR fuel cell
2026-06-12 13:10:34,medium-entropy alloy nanosheet alkaline ORR fuel cell
2026-06-12 13:10:34,PtPdNiCoFe formic acid oxidation reaction fuel cell
2026-06-12 13:10:34,PtFeCoNiMn ORR ECSA fuel cell
2026-06-12 13:10:34,multimetallic alloy platinum based ammonia oxidation reaction fuel cell
2026-06-12 13:10:34,high entropy nanoparticle MEA hydrogen oxidation reaction
2026-06-12 13:10:34,high entropy alloy MEA EOR
2026-06-12 13:10:34,Pd based multi principal element alloy hydrogen oxidation reaction fuel cell
2026-06-12 13:10:34,PtFeCoNiMn high entropy alloy acidic oxygen reduction fuel cell
2026-06-12 13:16:10,multi-principal element alloy carbon supported formic acid oxidation reaction fuel cell
2026-06-12 13:16:10,compositionally complex alloy direct ethanol fuel cell catalyst
2026-06-12 13:16:10,IrRuRhPtPd ORR fuel cell
2026-06-12 13:16:10,high-entropy alloy ORR accelerated durability test fuel cell
2026-06-12 13:16:10,multi principal element alloy ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:16:10,Pt Ru Fe Co Ni fuel cell half wave potential
2026-06-12 13:16:10,Pt Fe Co Ni Mn carbon supported alcohol oxidation reaction fuel cell
2026-06-12 13:16:10,high entropy alloy ORR accelerated durability test fuel cell
2026-06-12 13:17:23,multicomponent alloy ORR specific activity fuel cell
2026-06-12 13:17:23,Rh based high entropy nanomaterial MOR fuel cell
2026-06-12 13:17:23,high-entropy nanoparticle DFAFC
2026-06-12 13:17:23,Pt Fe Co Ni Mn ammonia oxidation reaction electrocatalyst fuel cell
2026-06-12 13:17:23,multimetallic alloy direct methanol fuel cell hydrogen oxidation reaction
2026-06-12 13:17:23,Ir Ru Rh Pt Pd alkaline ORR electrocatalyst fuel cell
2026-06-12 13:17:23,PtPdAuAgCu acidic oxygen reduction fuel cell
2026-06-12 13:17:23,Rh Mn high entropy alloy ORR fuel cell
2026-06-12 13:17:53,high entropy electrocatalyst platinum based hydrogen oxidation reaction fuel cell
2026-06-12 13:17:53,PtPdCoNiCu durability electrocatalyst fuel cell
2026-06-12 13:17:53,high-entropy alloy platinum based acidic oxygen reduction fuel cell
2026-06-12 13:17:53,PtNiCoFeCu ORR single cell performance fuel cell
2026-06-12 13:17:53,PtRuFeCoNi ORR MEA performance
2026-06-12 13:17:53,high entropy electrocatalyst fuel cell durability
2026-06-12 13:17:53,high entropy alloys acidic fuel cell ORR
2026-06-12 13:17:53,PtFeCoNiMn FAOR electrocatalyst fuel cell
2026-06-12 13:18:57,medium-entropy alloy EOR electrocatalyst fuel cell
2026-06-12 13:18:57,Pt Ru Fe Co Ni ammonia oxidation reaction electrocatalyst fuel cell
2026-06-12 13:18:57,Pt-Pd-Ni-Co-Fe ORR cell voltage fuel cell
2026-06-12 13:18:57,multimetallic alloy PEMFC mass activity
2026-06-12 13:18:57,Pt Fe Co Ni Mn carbon supported fuel oxidation reaction fuel cell
2026-06-12 13:18:57,high entropy electrocatalyst specific activity alkaline oxygen reduction fuel cell
2026-06-12 13:18:57,multi principal element alloy fuel cell durability
2026-06-12 13:18:57,high entropy alloys DEFC mass activity
2026-06-12 13:23:15,PtPdNiCoFe acidic ORR fuel cell
2026-06-12 13:23:15,Pt Fe Co Ni Mn specific activity electrocatalyst fuel cell
2026-06-12 13:23:15,medium-entropy alloy fuel cell catalyst alkaline oxygen reduction
2026-06-12 13:23:15,Pt-Pd-Ru-Rh-Ir HOR fuel cell
2026-06-12 13:23:15,Pt-Pd-Ru-Rh-Ir fuel cell specific activity
2026-06-12 13:23:15,high entropy nanoparticle ORR electrocatalyst fuel cell
2026-06-12 13:23:15,high entropy alloys MEA performance HOR
2026-06-12 13:23:15,high-entropy nanoparticle hydrogen oxidation reaction catalyst fuel cell
2026-06-12 13:24:45,PtPdAuAgCu FAOR fuel cell
2026-06-12 13:24:45,high entropy nanoparticle fuel cell anode catalyst
2026-06-12 13:24:45,Ru Cr multi-principal element alloy methanol oxidation reaction fuel cell
2026-06-12 13:24:45,Pt Pd Ru Ni Co HOR fuel cell
2026-06-12 13:24:45,IrRuRhPtPd alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:24:45,high entropy alloys EOR fuel cell
2026-06-12 13:24:45,compositionally complex alloy fuel oxidation reaction catalyst fuel cell
2026-06-12 13:24:45,Pt Sn multi-principal element alloy AOR fuel cell
2026-06-12 13:25:19,PdRuRhIrPt ORR fuel cell performance
2026-06-12 13:25:19,multicomponent alloy ammonia oxidation reaction fuel cell
2026-06-12 13:25:19,medium entropy alloy fuel cell half-wave potential
2026-06-12 13:25:19,multimetallic alloy fuel cell electrode oxygen reduction reaction
2026-06-12 13:25:19,medium-entropy alloy fuel cell cathode catalyst
2026-06-12 13:25:19,PtCoNiCuFe high entropy alloy alcohol oxidation reaction fuel cell
2026-06-12 13:25:19,high entropy nanomaterial half-wave potential oxygen reduction reaction fuel cell
2026-06-12 13:25:19,multimetallic alloy direct methanol fuel cell catalyst
2026-06-12 13:25:55,Pt-Pd-Ni-Co-Fe ORR half-wave potential fuel cell
2026-06-12 13:25:55,PtPdNiCoFe methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:25:55,Rh Mn high entropy nanoparticle alkaline ORR fuel cell
2026-06-12 13:25:55,multimetallic alloy fuel cell cathode
2026-06-12 13:25:55,high-entropy alloy half wave potential HOR fuel cell
2026-06-12 13:25:55,high entropy intermetallic cell voltage ethanol oxidation reaction fuel cell
2026-06-12 13:25:55,Pd Ru Rh Ir Pt carbon supported alkaline ORR fuel cell
2026-06-12 13:25:55,high entropy alloy XC-72 supported acidic oxygen reduction fuel cell
2026-06-12 13:26:30,multi principal element alloy ammonia fuel cell accelerated durability test
2026-06-12 13:26:30,high entropy electrocatalyst acidic oxygen reduction electrocatalyst fuel cell
2026-06-12 13:26:30,high-entropy alloy nanocrystal HOR fuel cell
2026-06-12 13:26:30,high entropy alloys fuel-cell
2026-06-12 13:26:30,high entropy nanoparticle direct formic acid fuel cell
2026-06-12 13:26:30,PtPdCoNiCu ADT electrocatalyst fuel cell
2026-06-12 13:26:30,PtNiCoFeCu ORR electrocatalyst fuel cell
2026-06-12 13:26:30,PtPdAuAgCu high entropy alloy alkaline oxygen reduction fuel cell
2026-06-12 13:31:04,medium-entropy alloy carbon supported fuel cell
2026-06-12 13:31:04,MPEA direct ethanol fuel cell acidic ORR
2026-06-12 13:31:04,Pt Pd Ru Rh Ir fuel cell cell voltage
2026-06-12 13:31:04,PtPdRuNiCo oxygen reduction reaction fuel cell
2026-06-12 13:31:04,Pd Mn medium entropy alloy fuel oxidation reaction fuel cell
2026-06-12 13:31:04,Pd based medium-entropy alloy ORR fuel cell
2026-06-12 13:31:04,PtCoNiCuFe half wave potential electrocatalyst fuel cell
2026-06-12 13:31:04,medium-entropy alloy direct ethanol fuel cell catalyst
2026-06-12 13:31:21,Pd W compositionally complex alloy fuel oxidation reaction fuel cell
2026-06-12 13:31:21,medium entropy alloy DEFC ADT
2026-06-12 13:31:21,Pt Pd Ru Ni Co HOR electrocatalyst fuel cell
2026-06-12 13:31:21,MPEA fuel cell electrocatalyst catalyst
2026-06-12 13:31:21,Ir high-entropy nanoparticle mass activity fuel cell
2026-06-12 13:31:21,MPEA alkaline fuel cell fuel oxidation reaction
2026-06-12 13:31:21,medium entropy alloy carbon supported oxygen reduction reaction fuel cell
2026-06-12 13:31:21,PtRuFeCoNi high entropy alloy fuel oxidation reaction fuel cell
2026-06-12 13:32:17,multi principal element alloy fuel cell electrochemically active surface area
2026-06-12 13:32:17,Pt Pd Ru Ni Co high entropy alloy AOR fuel cell
2026-06-12 13:32:17,multimetallic alloy membrane electrode assembly catalyst
2026-06-12 13:32:17,Pd Ru Rh Ir Pt ORR ADT fuel cell
2026-06-12 13:32:17,high entropy alloys carbon supported MOR fuel cell
2026-06-12 13:32:17,high entropy alloy fuel oxidation reaction catalyst fuel cell
2026-06-12 13:32:17,high-entropy nanoparticle AEMFC formic acid oxidation reaction
2026-06-12 13:32:17,high entropy alloys fuel cell electrocatalyst half-wave potential
2026-06-12 13:33:29,PtPdRuRhIr high entropy alloy oxygen reduction reaction fuel cell
2026-06-12 13:33:29,high entropy alloy fuel-cell durability
2026-06-12 13:33:29,MPEA carbon supported ORR fuel cell
2026-06-12 13:33:29,Pt Ir Ru Rh Pd alkaline ORR fuel cell
2026-06-12 13:33:29,multicomponent alloy polymer electrolyte membrane fuel cell hydrogen oxidation reaction
2026-06-12 13:33:29,medium entropy alloy fuel cell electrocatalyst
2026-06-12 13:33:29,high entropy alloys direct formic acid fuel cell oxygen reduction reaction
2026-06-12 13:33:29,Pt Pd Au Ag Cu fuel cell power density
2026-06-12 13:34:59,high entropy nanoparticle ammonia fuel cell alkaline ORR
2026-06-12 13:34:59,Rh based compositionally complex alloy ammonia oxidation reaction fuel cell
2026-06-12 13:34:59,multicomponent alloy Pt based fuel oxidation reaction fuel cell
2026-06-12 13:34:59,PtPdAuAgCu fuel cell half wave potential
2026-06-12 13:34:59,medium-entropy alloy nanoparticles ORR fuel cell
2026-06-12 13:34:59,medium-entropy alloy acidic fuel cell catalyst
2026-06-12 13:34:59,multi-principal element alloy DEFC methanol oxidation reaction
2026-06-12 13:34:59,high entropy intermetallic MEA
2026-06-12 13:38:00,Pt Ru Fe Co Ni fuel cell single cell performance
2026-06-12 13:38:00,PtRuFeCoNi high entropy alloy MOR fuel cell
2026-06-12 13:38:00,PtPdNiCoFe formic acid oxidation reaction electrocatalyst fuel cell
2026-06-12 13:38:00,Pd Ru Rh Ir Pt high entropy alloy HOR fuel cell
2026-06-12 13:38:00,medium-entropy alloy ammonia fuel cell catalyst
2026-06-12 13:38:00,high entropy electrocatalyst acidic ORR catalyst fuel cell
2026-06-12 13:38:00,high entropy nanomaterial carbon nanotube supported AOR fuel cell
2026-06-12 13:38:00,high entropy alloys fuel cell MOR
2026-06-12 13:39:26,Pt Ir Ru Rh Pd oxygen reduction reaction fuel cell
2026-06-12 13:39:26,multimetallic alloy Pt based ammonia oxidation reaction fuel cell
2026-06-12 13:39:26,PtPdAuAgCu ORR accelerated stress test fuel cell
2026-06-12 13:39:26,PtFeCoNiMn high entropy alloy hydrogen oxidation reaction fuel cell
2026-06-12 13:39:26,high-entropy alloy Pt based alkaline oxygen reduction fuel cell
2026-06-12 13:39:26,Pt Ru Fe Co Ni carbon supported alkaline oxygen reduction fuel cell
2026-06-12 13:39:26,high entropy alloys single phase fuel cell
2026-06-12 13:39:26,Ir W multimetallic alloy oxygen reduction fuel cell
2026-06-12 13:39:52,MPEA fuel cell anode single cell performance
2026-06-12 13:39:52,multi principal element alloy membrane electrode assembly
2026-06-12 13:39:52,Rh Co high entropy alloy ORR fuel cell
2026-06-12 13:39:52,Pt-Pd-Ni-Co-Fe alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:39:52,PtPdRuRhIr HOR electrocatalyst fuel cell
2026-06-12 13:39:52,high entropy alloy PEMFC catalyst
2026-06-12 13:39:52,medium-entropy alloy platinum based MOR fuel cell
2026-06-12 13:39:52,multimetallic alloy CNT supported ammonia oxidation reaction fuel cell
2026-06-12 13:40:54,multimetallic alloy carbon supported ethanol oxidation reaction fuel cell
2026-06-12 13:40:54,compositionally complex alloy nanosheet fuel cell
2026-06-12 13:40:54,multi-principal element alloy HOR catalyst fuel cell
2026-06-12 13:40:54,medium-entropy alloy XC-72 supported alcohol oxidation reaction fuel cell
2026-06-12 13:40:54,Pd Cr high entropy intermetallic oxygen reduction reaction fuel cell
2026-06-12 13:40:54,Pt Ir Ru Rh Pd accelerated stress test electrocatalyst fuel cell
2026-06-12 13:40:54,high-entropy nanoparticle Pt based FAOR fuel cell
2026-06-12 13:40:54,high-entropy alloy alkaline oxygen reduction fuel cell
2026-06-12 13:42:09,multicomponent alloy fuel cell half wave potential
2026-06-12 13:42:09,high entropy intermetallic nanoparticles methanol oxidation reaction fuel cell
2026-06-12 13:42:09,Pt Co high-entropy nanoparticle formic acid oxidation reaction fuel cell
2026-06-12 13:42:09,Pt Ru Fe Co Ni high entropy alloy ORR fuel cell
2026-06-12 13:42:09,medium-entropy alloy alkaline fuel cell electrochemically active surface area
2026-06-12 13:42:09,Rh Cu multimetallic alloy HOR fuel cell
2026-06-12 13:42:09,Pt Pd Au Ag Cu fuel cell stability
2026-06-12 13:42:09,compositionally complex alloy platinum based ORR fuel cell
2026-06-12 13:44:59,multimetallic alloy acidic fuel cell catalyst
2026-06-12 13:44:59,Pt based multi principal element alloy fuel cell
2026-06-12 13:44:59,PtPdRuNiCo ORR specific activity fuel cell
2026-06-12 13:44:59,high entropy nanoparticle ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:44:59,high entropy nanomaterial fuel cell
2026-06-12 13:44:59,Pt Ir Ru Rh Pd hydrogen oxidation reaction fuel cell
2026-06-12 13:44:59,high-entropy nanoparticle alcohol oxidation reaction fuel cell
2026-06-12 13:44:59,PtPdAuAgCu alkaline ORR fuel cell
2026-06-12 13:46:07,Pt-Pd-Ru-Rh-Ir ORR accelerated durability test fuel cell
2026-06-12 13:46:07,Ir Mn high-entropy alloy ammonia oxidation reaction fuel cell
2026-06-12 13:46:07,medium entropy alloy ammonia oxidation reaction catalyst fuel cell
2026-06-12 13:46:07,high-entropy alloy Vulcan supported fuel cell
2026-06-12 13:46:07,PtRuFeCoNi high entropy alloy AOR fuel cell
2026-06-12 13:46:07,high entropy nanoparticle XC-72 supported formic acid oxidation reaction fuel cell
2026-06-12 13:46:07,multi principal element alloy mass activity hydrogen oxidation reaction fuel cell
2026-06-12 13:46:07,multicomponent alloy accelerated stress test ethanol oxidation reaction fuel cell
2026-06-12 13:47:43,Pt based high-entropy nanoparticle AOR fuel cell
2026-06-12 13:47:43,Pt Pd Au Ag Cu alkaline ORR fuel cell
2026-06-12 13:47:43,IrRuRhPtPd alcohol oxidation reaction fuel cell
2026-06-12 13:47:43,multimetallic alloy ORR fuel cell performance
2026-06-12 13:47:43,high entropy alloys direct ethanol fuel cell
2026-06-12 13:47:43,high entropy intermetallic alkaline fuel cell
2026-06-12 13:47:43,high entropy alloy MOR electrocatalyst fuel cell
2026-06-12 13:47:43,multimetallic alloy fuel cell specific activity
2026-06-12 13:48:00,high entropy intermetallic alloy catalyst ORR fuel cell
2026-06-12 13:48:00,Pt Pd Ru Rh Ir oxygen reduction reaction fuel cell
2026-06-12 13:48:00,Pt Ru Fe Co Ni alkaline oxygen reduction fuel cell
2026-06-12 13:48:00,high entropy intermetallic nanoparticle acidic oxygen reduction fuel cell
2026-06-12 13:48:00,multicomponent alloy EOR fuel cell
2026-06-12 13:48:00,Pd Pt Ni Co Cu oxygen reduction reaction fuel cell
2026-06-12 13:48:00,Pt Pd Ru Rh Ir fuel cell half wave potential
2026-06-12 13:48:00,high entropy alloys methanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:50:17,high-entropy alloy fuel cell formic acid oxidation reaction
2026-06-12 13:50:17,high entropy alloy direct methanol fuel cell EOR
2026-06-12 13:50:17,compositionally complex alloy XC-72 supported alkaline ORR fuel cell
2026-06-12 13:50:17,Pt-Ni-Co-Fe-Cu high entropy alloy acidic oxygen reduction fuel cell
2026-06-12 13:50:17,medium entropy alloy fuel cell catalyst methanol oxidation reaction
2026-06-12 13:50:17,Rh based high entropy electrocatalyst ethanol oxidation reaction fuel cell
2026-06-12 13:50:17,multi principal element alloy single cell performance ethanol oxidation reaction fuel cell
2026-06-12 13:50:17,Pt Pd Au Ag Cu high entropy alloy HOR fuel cell
2026-06-12 13:51:32,Pt Cr high entropy nanoparticle AOR fuel cell
2026-06-12 13:51:32,Pt-Ni-Co-Fe-Cu ORR power density fuel cell
2026-06-12 13:51:32,Pd based multimetallic alloy acidic ORR fuel cell
2026-06-12 13:51:32,PdRuRhIrPt high entropy alloy alkaline oxygen reduction fuel cell
2026-06-12 13:51:32,multi-principal element alloy proton exchange membrane fuel cell catalyst
2026-06-12 13:51:32,Pt-Pd-Ru-Rh-Ir ORR specific activity fuel cell
2026-06-12 13:51:32,high entropy electrocatalyst CNT supported EOR fuel cell
2026-06-12 13:51:32,multi principal element alloy alkaline oxygen reduction electrocatalyst fuel cell
2026-06-12 13:51:56,medium-entropy alloy fuel cell catalyst
2026-06-12 13:51:56,high entropy alloys DFAFC
2026-06-12 13:51:56,PtFeCoNiMn high entropy alloy methanol oxidation reaction fuel cell
2026-06-12 13:51:56,Ir Cu multimetallic alloy oxygen reduction fuel cell
2026-06-12 13:51:56,Pt Ir Ru Rh Pd carbon supported ethanol oxidation reaction fuel cell
2026-06-12 13:51:56,high entropy electrocatalyst alloy catalyst fuel cell
2026-06-12 13:51:56,high entropy electrocatalyst fuel cell half wave potential
2026-06-12 13:51:56,Rh Co multi-principal element alloy alkaline oxygen reduction fuel cell
2026-06-12 13:52:12,PtPdNiCoFe AOR electrocatalyst fuel cell
2026-06-12 13:52:12,multimetallic alloy XC-72 supported acidic ORR fuel cell
2026-06-12 13:52:12,PtRuFeCoNi oxygen reduction reaction electrocatalyst fuel cell
2026-06-12 13:52:12,Pt Pd Ru Rh Ir acidic oxygen reduction electrocatalyst fuel cell
2026-06-12 13:52:12,Pt Pd Ru Rh Ir fuel oxidation reaction electrocatalyst fuel cell
2026-06-12 13:52:12,compositionally complex alloy XC-72 supported MOR fuel cell
2026-06-12 13:52:12,high-entropy alloy fuel cell performance EOR
2026-06-12 13:52:12,medium entropy alloy Vulcan supported HOR fuel cell
2026-06-12 13:53:41,multimetallic alloy direct formic acid fuel cell formic acid oxidation reaction
2026-06-12 13:53:41,MPEA nanocrystal methanol oxidation reaction fuel cell
2026-06-12 13:53:41,compositionally complex alloy MEA HOR
2026-06-12 13:53:41,medium entropy alloy XC-72 supported MOR fuel cell
2026-06-12 13:53:41,high-entropy nanoparticle PEMFC catalyst
2026-06-12 13:53:41,Pt Pd Ru Ni Co formic acid oxidation reaction fuel cell
2026-06-12 13:53:41,Pt-Pd-Ni-Co-Fe high entropy alloy methanol oxidation reaction fuel cell
2026-06-12 13:53:41,high entropy alloy ORR accelerated stress test fuel cell
2026-06-12 13:56:21,high entropy intermetallic ORR MEA performance
2026-06-12 13:56:21,high entropy intermetallic nanoparticles FAOR fuel cell
2026-06-12 13:56:21,high-entropy nanoparticle platinum based ORR fuel cell
2026-06-12 13:56:21,high entropy alloy methanol oxidation reaction catalyst fuel cell
2026-06-12 13:56:21,compositionally complex alloy direct ethanol fuel cell
2026-06-12 13:56:21,PtCoNiCuFe ORR cell voltage fuel cell
2026-06-12 13:56:21,PtPdRuNiCo ORR cell voltage fuel cell
2026-06-12 13:56:21,high-entropy alloy carbon supported acidic oxygen reduction fuel cell
2026-06-12 13:56:44,Pt Pd Ru Ni Co fuel cell single cell performance
2026-06-12 13:56:44,multi principal element alloy AOR electrocatalyst fuel cell
2026-06-12 13:56:44,high entropy electrocatalyst alkaline ORR catalyst fuel cell
2026-06-12 13:56:44,high-entropy nanoparticle ORR half-wave potential fuel cell
2026-06-12 13:56:44,high entropy alloys ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:56:44,multi-principal element alloy Pt based ethanol oxidation reaction fuel cell
2026-06-12 13:56:44,high entropy electrocatalyst direct methanol fuel cell
2026-06-12 13:56:44,compositionally complex alloy stability acidic ORR fuel cell
2026-06-12 13:57:02,Pd Mn high entropy intermetallic ORR fuel cell
2026-06-12 13:57:02,Pt based high entropy alloys ORR fuel cell
2026-06-12 13:57:02,Ir Ru Rh Pt Pd alkaline oxygen reduction fuel cell
2026-06-12 13:57:02,multimetallic alloy ECSA oxygen reduction reaction fuel cell
2026-06-12 13:57:02,high entropy alloy alcohol oxidation reaction electrocatalyst fuel cell
2026-06-12 13:57:02,PdRuRhIrPt fuel cell half wave potential
2026-06-12 13:57:02,MPEA ammonia oxidation reaction catalyst fuel cell
2026-06-12 13:57:02,Pt-Ni-Co-Fe-Cu ORR fuel cell performance
2026-06-12 13:57:27,medium-entropy alloy methanol oxidation reaction catalyst fuel cell
2026-06-12 13:57:27,Pt Pd Au Ag Cu ORR fuel cell
2026-06-12 13:57:27,multi-principal element alloy fuel cell single cell performance
2026-06-12 13:57:27,Rh based high-entropy alloy acidic oxygen reduction fuel cell
2026-06-12 13:57:27,Ir Cu high entropy alloys HOR fuel cell
2026-06-12 13:57:27,Pt Pd Au Ag Cu ORR single cell performance fuel cell
2026-06-12 13:57:27,Ir Sn multicomponent alloy MOR fuel cell
2026-06-12 13:57:27,Ru based multicomponent alloy hydrogen oxidation reaction fuel cell
2026-06-12 13:58:17,PtPdRuRhIr accelerated durability test electrocatalyst fuel cell
2026-06-12 13:58:17,high-entropy alloy CNT supported oxygen reduction reaction fuel cell
2026-06-12 13:58:17,medium entropy alloy ORR single cell performance fuel cell
2026-06-12 13:58:17,Pt Co multicomponent alloy methanol oxidation reaction fuel cell
2026-06-12 13:58:17,Ru Mn compositionally complex alloy hydrogen oxidation reaction fuel cell
2026-06-12 13:58:17,high-entropy alloy AOR electrocatalyst fuel cell
2026-06-12 13:58:17,Pd Co high-entropy nanoparticle alkaline oxygen reduction fuel cell
2026-06-12 13:58:17,multi principal element alloy accelerated durability test oxygen reduction reaction fuel cell
2026-06-12 13:58:40,multi principal element alloy methanol oxidation reaction fuel cell
2026-06-12 13:58:40,high entropy alloys cell voltage EOR fuel cell
2026-06-12 13:58:40,Ir based high-entropy nanoparticle hydrogen oxidation reaction fuel cell
2026-06-12 13:58:40,Pt Co Ni Cu Fe AOR electrocatalyst fuel cell
2026-06-12 13:58:40,PtPdNiCoFe ammonia oxidation reaction electrocatalyst fuel cell
2026-06-12 13:58:40,high entropy nanoparticle HOR fuel cell
2026-06-12 13:58:40,PtPdAuAgCu alcohol oxidation reaction fuel cell
2026-06-12 13:58:40,Ir based high entropy nanoparticle ORR fuel cell
2026-06-12 13:59:03,Pt Fe Co Ni Mn carbon supported formic acid oxidation reaction fuel cell
2026-06-12 13:59:03,high entropy intermetallic acidic ORR fuel cell
2026-06-12 13:59:03,multi-principal element alloy direct formic acid fuel cell ECSA
2026-06-12 13:59:03,Pd Ru Rh Ir Pt high entropy alloy methanol oxidation reaction fuel cell
2026-06-12 13:59:03,high entropy nanoparticle accelerated durability test oxygen reduction reaction fuel cell
2026-06-12 13:59:03,Pt-Ni-Co-Fe-Cu high entropy alloy EOR fuel cell
2026-06-12 13:59:03,PtPdAuAgCu MOR fuel cell
2026-06-12 13:59:03,medium entropy alloy electrochemically active surface area alkaline ORR fuel cell
2026-06-12 13:59:51,PtCoNiCuFe fuel cell cell voltage
2026-06-12 13:59:51,MPEA single phase HOR fuel cell
2026-06-12 13:59:51,medium-entropy alloy fuel cell single cell performance
2026-06-12 13:59:51,compositionally complex alloy electrochemically active surface area AOR fuel cell
2026-06-12 13:59:51,medium-entropy alloy fuel cell stability
2026-06-12 13:59:51,PtPdRuRhIr formic acid oxidation reaction fuel cell
2026-06-12 13:59:51,PtPdRuNiCo ADT electrocatalyst fuel cell
2026-06-12 13:59:51,high entropy intermetallic CNT supported fuel cell
2026-06-12 14:00:35,Pt Ni Co Fe Cu FAOR fuel cell
2026-06-12 14:00:35,MPEA EOR electrocatalyst fuel cell
2026-06-12 14:00:35,high entropy intermetallic acidic oxygen reduction catalyst fuel cell
2026-06-12 14:00:35,high entropy alloy DFAFC catalyst
2026-06-12 14:00:35,Ir multimetallic alloy mass activity fuel cell
2026-06-12 14:00:35,multi-principal element alloy ethanol oxidation reaction electrocatalyst fuel cell
2026-06-12 14:00:35,high entropy nanoparticle fuel cell catalyst accelerated durability test
2026-06-12 14:00:35,high entropy nanoparticle PEMFC
2026-06-12 14:01:05,PtIrRuRhPd electrochemically active surface area electrocatalyst fuel cell
2026-06-12 14:01:05,high entropy nanomaterial platinum based fuel oxidation reaction fuel cell
2026-06-12 14:01:05,Pt Pd Co Ni Cu formic acid oxidation reaction fuel cell
2026-06-12 14:01:05,multicomponent alloy carbon supported ethanol oxidation reaction fuel cell
2026-06-12 14:01:05,Pt-Ni-Co-Fe-Cu high entropy alloy FAOR fuel cell
2026-06-12 14:01:05,high entropy alloy Pt based hydrogen oxidation reaction fuel cell
2026-06-12 14:01:05,Ir Ru Rh Pt Pd fuel oxidation reaction fuel cell
2026-06-12 14:01:05,medium entropy alloy fuel cell anode
2026-06-12 14:01:43,multi principal element alloy fuel oxidation reaction electrocatalyst fuel cell
2026-06-12 14:01:43,multi-principal element alloy carbon supported ORR fuel cell
2026-06-12 14:01:43,medium entropy alloy accelerated stress test ORR fuel cell
2026-06-12 14:01:43,PtCoNiCuFe mass activity electrocatalyst fuel cell
2026-06-12 14:01:43,IrRuRhPtPd electrochemically active surface area electrocatalyst fuel cell
2026-06-12 14:01:43,multimetallic alloy ORR specific activity fuel cell
2026-06-12 14:01:43,multi-principal element alloy graphene supported MOR fuel cell
2026-06-12 14:01:43,medium-entropy alloy ORR ECSA fuel cell
2026-06-12 14:02:18,medium-entropy alloy acidic fuel cell oxygen reduction reaction
2026-06-12 14:02:18,high-entropy nanoparticle fuel cell electrocatalyst catalyst
2026-06-12 14:02:18,medium entropy alloy half-wave potential formic acid oxidation reaction fuel cell
2026-06-12 14:02:18,medium entropy alloy intermetallic EOR fuel cell
2026-06-12 14:02:18,multicomponent alloy single phase acidic oxygen reduction fuel cell
2026-06-12 14:02:18,Pd Ru Rh Ir Pt high entropy alloy FAOR fuel cell
2026-06-12 14:02:18,Pt-Pd-Ru-Rh-Ir ammonia oxidation reaction electrocatalyst fuel cell
2026-06-12 14:02:18,PtPdCoNiCu ORR stability fuel cell
2026-06-12 14:02:53,high entropy alloys graphene supported hydrogen oxidation reaction fuel cell
2026-06-12 14:02:53,PtPdRuNiCo ORR accelerated stress test fuel cell
2026-06-12 14:02:53,compositionally complex alloy Pt based alkaline oxygen reduction fuel cell
2026-06-12 14:02:53,high entropy nanomaterial DEFC HOR
2026-06-12 14:02:53,PtPdRuNiCo EOR fuel cell
2026-06-12 14:02:53,high entropy nanomaterial platinum based AOR fuel cell
